Name,Number,Rarity
Pikachu,SM81/248,Promo
Shining Lugia,SM82/248,Promo
Zorua,SM83/248,Promo
Zoroark-GX,SM84/248,Promo
Marshadow,SM85/248,Promo
Pikachu,SM86/248,Promo
Latias,SM87/248,Promo
Latios,SM88/248,Promo
Zoroark,SM89/248,Promo
Raichu-GX,SM90/248,Promo
Silvally-GX,SM91/248,Promo
Tapu Fini,SM92/248,Promo
Marshadow,SM93/248,Promo
Wash Rotom,SM94/248,Promo
Lucario,SM95/248,Promo
Heatran,SM96/248,Promo
Gumshoos,SM97/248,Promo
Pikachu,SM98/248,Promo
Mimikyu,SM99/248,Promo
Lucario-GX,SM100/248,Promo
Dawn Wings Necrozma-GX,SM101/248,Promo
Dusk Mane Necrozma-GX,SM102/248,Promo
Lunala-GX,SM103/248,Promo
Lunala-GX,SM103a/248,Promo
Solgaleo-GX,SM104/248,Promo
Solgaleo-GX,SM104a/248,Promo
Lycanroc,SM105/248,Promo
Dawn Wings Necrozma,SM106/248,Promo
Dusk Mane Necrozma,SM107/248,Promo
Ash's Pikachu,SM108/248,Promo
Ash's Pikachu,SM109/248,Promo
Ash's Pikachu,SM110/248,Promo
Ash's Pikachu,SM111/248,Promo
Ash's Pikachu,SM112/248,Promo
Ash's Pikachu,SM113/248,Promo
Ash's Pikachu,SM114/248,Promo
Pheromosa,SM115/248,Promo
Xurkitree,SM116/248,Promo
Malamar,SM117/248,Promo
Lycanroc,SM118/248,Promo
Exeggcute,SM119/248,Promo
Rockruff,SM120/248,Promo
Raikou-GX,SM121/248,Promo
Zygarde-GX,SM122/248,Promo
Dawn Wings Necrozma,SM123/248,Promo
Dusk Mane Necrozma,SM124/248,Promo
Naganadel-GX,SM125/248,Promo
Ultra Necrozma-GX,SM126/248,Promo
Alolan Sandslash,SM127/248,Promo
Alolan Ninetales,SM128/248,Promo
Kyogre,SM129/248,Promo
Manectric,SM130/248,Promo
Celesteela,SM131/248,Promo
Delcatty,SM132/248,Promo
Thundurus-GX,SM133/248,Promo
Tornadus-GX,SM134/248,Promo
Latias,SM135/248,Promo
Latios,SM136/248,Promo
Reshiram-GX,SM137/248,Promo
Zekrom-GX,SM138/248,Promo
Salamence-GX,SM139/248,Promo
Salamence,SM140/248,Promo
White Kyurem-GX,SM141/248,Promo
Kyurem,SM142/248,Promo
Moltres,SM143/248,Promo
Articuno,SM144/248,Promo
Zapdos,SM145/248,Promo
Leafeon-GX,SM146/248,Promo
Glaceon-GX,SM147/248,Promo
Champions Festival,SM148/248,Promo
Suicune,SM149/248,Promo
Raikou,SM150/248,Promo
Giratina,SM151/248,Promo
Tapu Lele,SM152/248,Promo
Rowlet,SM153/248,Promo
Salandit,SM154/248,Promo
Kingdra-GX,SM155/248,Promo
Dragonite-GX,SM156/248,Promo
Pikachu,SM157/248,Promo
Charizard,SM158/248,Promo
Zapdos,SM159/248,Promo
Nidoqueen,SM160/248,Promo
Jirachi,SM161/248,Promo
Pikachu,SM162/248,Promo
Mimikyu,SM163/248,Promo
Deoxys,SM164/248,Promo
Ultra Necrozma,SM165/248,Promo
Magikarp & Wailord-GX,SM166/248,Promo
Celebi & Venusaur-GX,SM167/248,Promo
Pikachu & Zekrom-GX,SM168/248,Promo
Eevee & Snorlax-GX,SM169/248,Promo
Detective Pikachu,SM170/248,Promo
Flareon-GX,SM171/248,Promo
Vaporeon-GX,SM172/248,Promo
Jolteon-GX,SM173/248,Promo
Eevee-GX,SM174/248,Promo
Eevee-GX,SM175/248,Promo
Eevee-GX,SM176/248,Promo
Meltan,SM177/248,Promo
Melmetal-GX,SM178/248,Promo
Volcanion,SM179/248,Promo
Stakataka,SM180/248,Promo
Melmetal,SM181/248,Promo
Persian,SM182/248,Promo
Pikachu,SM183/248,Promo
Eevee,SM184/248,Promo
Typhlosion,SM185/248,Promo
Flareon,SM186/248,Promo
Alolan Marowak-GX,SM187/248,Promo
Kangaskhan-GX,SM188/248,Promo
Blastoise-GX,SM189/248,Promo
Detective Pikachu,SM190/248,Promo
Mewtwo & Mew-GX,SM191/248,Promo
Lucario & Melmetal-GX,SM192/248,Promo
Garchomp & Giratina-GX,SM193/248,Promo
Detective Pikachu,SM194/248,Promo
Charizard-GX,SM195/248,Promo
Mewtwo-GX,SM196/248,Promo
Greninja-GX,SM197/248,Promo
Bulbasaur,SM198/248,Promo
Psyduck,SM199/248,Promo
Snubbull,SM200/248,Promo
Reshiram & Charizard-GX,SM201/248,Promo
Amoonguss,SM202/248,Promo
Tapu Fini,SM203/248,Promo
Necrozma,SM204/248,Promo
Terrakion,SM205/248,Promo
Pikachu,SM206/248,Promo
Sudowoodo,SM207/248,Promo
Vikavolt,SM208/248,Promo
Stakataka,SM209/248,Promo
Moltres & Zapdos & Articuno-GX,SM210/248,Promo
Charizard-GX,SM211/248,Promo
Gyarados-GX,SM212/248,Promo
Raichu-GX,SM213/248,Promo
Mewtwo,SM214/248,Promo
Mew,SM215/248,Promo
Porygon-Z-GX,SM216/248,Promo
Trevenant & Dusknoir-GX,SM217/248,Promo
Buzzwole,SM218/248,Promo
Entei,SM219/248,Promo
Phione,SM220/248,Promo
Blacephalon,SM221/248,Promo
Mismagius,SM222/248,Promo
Terrakion,SM223/248,Promo
Celebi,SM224/248,Promo
Victini,SM225/248,Promo
Charizard,SM226/248,Promo
Pikachu,SM227/248,Promo
Armored Mewtwo,SM228/248,Promo
Venusaur & Snivy-GX,SM229/248,Promo
Charizard & Braixen-GX,SM230/248,Promo
Champions Festival,SM231/248,Promo
Pikachu-GX,SM232/248,Promo
Eevee-GX,SM233/248,Promo
Pikachu,SM234/248,Promo
Eevee,SM235/248,Promo
Alolan Sandslash-GX,SM236/248,Promo
Leafeon,SM237/248,Promo
Glaceon,SM238/248,Promo
Carracosta-GX,SM239/248,Promo
Espeon & Deoxys-GX,SM240/248,Promo
Umbreon & Darkrai-GX,SM241/248,Promo
Eevee-GX,SM242/248,Promo
Regigigas,SM243/248,Promo
Aipom,SM244/248,Promo
Mismagius,SM245/248,Promo
Sabrina & Brycen,SM246/248,Promo
Reshiram & Charizard-GX,SM247/248,Promo
Pikachu & Zekrom-GX,SM248/248,Promo
