Name,Number,Rarity
Mewtwo-EX,XY125/211,Promo
Mew-EX,XY126/211,Promo
Moltres,XY127/211,Promo
White Kyurem,XY128/211,Promo
Zygarde,XY129/211,Promo
Tyranitar,XY130/211,Promo
Pansear,XY131/211,Promo
Gastly,XY132/211,Promo
Ash-Greninja-EX,XY133/211,Promo
Empoleon BREAK,XY134/211,Promo
Beheeyem BREAK,XY135/211,Promo
Noctowl BREAK,XY136/211,Promo
Vivillon,XY137/211,Promo
Froakie,XY138/211,Promo
Floette,XY139/211,Promo
Lucario,XY140/211,Promo
Rayquaza,XY141/211,Promo
Azelf,XY142/211,Promo
Magikarp,XY143/211,Promo
Yanmega,XY144/211,Promo
Volcanion,XY145/211,Promo
Clawitzer,XY146/211,Promo
Hoopa,XY147/211,Promo
Shaymin-EX,XY148/211,Promo
Xerneas-EX,XY149/211,Promo
Yveltal-EX,XY150/211,Promo
Yveltal-EX,XY150a/211,Promo
Zygarde-EX,XY151/211,Promo
Zygarde,XY152/211,Promo
Ho-Oh,XY153/211,Promo
Ho-Oh BREAK,XY154/211,Promo
Wobbuffet BREAK,XY155/211,Promo
Lugia,XY156/211,Promo
Beedrill-EX,XY157/211,Promo
M Beedrill-EX,XY158/211,Promo
Beedrill Spirit Link,XY159/211,Promo
Black Kyurem,XY160/211,Promo
Braixen,XY161/211,Promo
Greninja,XY162/211,Promo
Weezing,XY163/211,Promo
Volcanion,XY164/211,Promo
Magearna,XY165/211,Promo
M Gengar-EX,XY166/211,Promo
Garchomp-EX,XY167/211,Promo
M Garchomp-EX,XY168/211,Promo
Garchomp Spirit Link,XY169/211,Promo
Salamence-EX,XY170/211,Promo
M Salamence-EX,XY171/211,Promo
Salamence Spirit Link,XY172/211,Promo
Volcanion-EX,XY173/211,Promo
Pikachu-EX,XY174/211,Promo
Magearna-EX,XY175/211,Promo
Champions Festival,XY176/211,Promo
Karen,XY177/211,Promo
Karen,XY177a/211,Promo
Absol,XY178/211,Promo
Snorlax,XY179/211,Promo
Arcanine BREAK,XY180/211,Promo
Crobat BREAK,XY181/211,Promo
Mandibuzz BREAK,XY182/211,Promo
Mewtwo-EX,XY183/211,Promo
Giratina,XY184/211,Promo
Volcanion,XY185/211,Promo
Magearna,XY186/211,Promo
Celebi,XY187/211,Promo
Shaymin,XY188/211,Promo
Victini,XY189/211,Promo
Manaphy,XY190/211,Promo
Keldeo,XY191/211,Promo
Mew,XY192/211,Promo
Meloetta,XY193/211,Promo
Darkrai,XY194/211,Promo
Jirachi,XY195/211,Promo
Genesect,XY196/211,Promo
Arceus,XY197/211,Promo
M Camerupt-EX,XY198/211,Promo
M Camerupt-EX,XY198a/211,Promo
Camerupt Spirit Link,XY199/211,Promo
M Sharpedo-EX,XY200/211,Promo
M Sharpedo-EX,XY200a/211,Promo
Sharpedo Spirit Link,XY201/211,Promo
Pikachu,XY202/211,Promo
Gym Badge,XY203/211,Promo
Gym Badge,XY204/211,Promo
Gym Badge,XY205/211,Promo
Gym Badge,XY206/211,Promo
Gym Badge,XY207/211,Promo
Gym Badge,XY208/211,Promo
Gym Badge,XY209/211,Promo
Gym Badge,XY210/211,Promo
Lucario Spirit Link,XY211/211,Promo
